seq	abundance	similarity
M00967_43_000000000-A3JHG_1_2114_19459_26393	1	1398
M00967_43_000000000-A3JHG_1_2101_25093_23140	1	1402
M00967_43_000000000-A3JHG_1_1112_8412_25995	1	1409
M00967_43_000000000-A3JHG_1_2107_15213_7270	1	1512
M00967_43_000000000-A3JHG_1_2102_24171_10358	1	180
M00967_43_000000000-A3JHG_1_1112_20356_11803	1	87
M00967_43_000000000-A3JHG_1_1111_27596_13024	1	98
M00967_43_000000000-A3JHG_1_2108_10045_24597	1	125
M00967_43_000000000-A3JHG_1_1111_17581_16100	4	51
M00967_43_000000000-A3JHG_1_2110_25245_16941	1	557
M00967_43_000000000-A3JHG_1_2103_12542_25465	1	834
M00967_43_000000000-A3JHG_1_2106_24195_6704	2	1454
M00967_43_000000000-A3JHG_1_2111_19344_2036	1	0
M00967_43_000000000-A3JHG_1_1114_22254_9740	1	66
M00967_43_000000000-A3JHG_1_2103_20653_10806	1	29
M00967_43_000000000-A3JHG_1_1112_10214_16837	2	1032
M00967_43_000000000-A3JHG_1_1112_16745_12857	1	3
M00967_43_000000000-A3JHG_1_1103_12993_12060	1	177
M00967_43_000000000-A3JHG_1_1106_11119_21493	1	0
M00967_43_000000000-A3JHG_1_2105_7485_13299	1	32
M00967_43_000000000-A3JHG_1_2106_16414_7828	1	60
M00967_43_000000000-A3JHG_1_1108_9143_4141	1	133
M00967_43_000000000-A3JHG_1_2103_19078_22792	2	45
M00967_43_000000000-A3JHG_1_2114_16977_22333	1	200
M00967_43_000000000-A3JHG_1_1109_17056_11479	3	187
M00967_43_000000000-A3JHG_1_2108_9279_11346	1	0
M00967_43_000000000-A3JHG_1_1114_22667_23111	1	58
M00967_43_000000000-A3JHG_1_1107_21402_4004	1	954
M00967_43_000000000-A3JHG_1_2109_21104_5707	2	51
M00967_43_000000000-A3JHG_1_1109_20933_4197	16	45
M00967_43_000000000-A3JHG_1_1113_14626_27572	1	3
M00967_43_000000000-A3JHG_1_1101_5486_22007	3	145
M00967_43_000000000-A3JHG_1_2114_20568_20404	2	32
M00967_43_000000000-A3JHG_1_1108_21257_27705	1	411
M00967_43_000000000-A3JHG_1_2111_16062_2036	1	41
M00967_43_000000000-A3JHG_1_1108_14216_12299	1	13
M00967_43_000000000-A3JHG_1_2106_4772_15499	1	986
M00967_43_000000000-A3JHG_1_1101_27034_17949	1	1116
M00967_43_000000000-A3JHG_1_1110_23101_20232	1	224
M00967_43_000000000-A3JHG_1_2104_21734_6341	1	971
M00967_43_000000000-A3JHG_1_1105_19286_7772	1	98
M00967_43_000000000-A3JHG_1_2107_8625_10977	1	45
M00967_43_000000000-A3JHG_1_1109_11153_17711	2	33
M00967_43_000000000-A3JHG_1_2111_25750_24594	1	987
M00967_43_000000000-A3JHG_1_1106_4931_19360	1	1398
M00967_43_000000000-A3JHG_1_2109_24298_24257	1	48
M00967_43_000000000-A3JHG_1_1106_15896_11070	1	3
M00967_43_000000000-A3JHG_1_2108_21517_7419	1	5
M00967_43_000000000-A3JHG_1_1110_21581_16611	1	10
M00967_43_000000000-A3JHG_1_2114_9680_15169	1	1130
M00967_43_000000000-A3JHG_1_2111_23230_10130	1	109
M00967_43_000000000-A3JHG_1_1102_11519_26523	1	1
M00967_43_000000000-A3JHG_1_1101_12429_21849	1	167
M00967_43_000000000-A3JHG_1_1102_10996_21380	1	435
M00967_43_000000000-A3JHG_1_2103_9037_19539	1	89
M00967_43_000000000-A3JHG_1_2114_14931_13353	1	550
M00967_43_000000000-A3JHG_1_1101_20327_16976	1	798
M00967_43_000000000-A3JHG_1_2102_18006_8112	3	777
M00967_43_000000000-A3JHG_1_2114_25352_13631	1	25
M00967_43_000000000-A3JHG_1_1108_23866_8542	4	392
M00967_43_000000000-A3JHG_1_2110_25206_15190	1	209
M00967_43_000000000-A3JHG_1_2108_20774_20117	1	599
M00967_43_000000000-A3JHG_1_1105_12209_19379	1	191
M00967_43_000000000-A3JHG_1_1110_19198_17481	1	26
M00967_43_000000000-A3JHG_1_2112_16760_18394	1	89
M00967_43_000000000-A3JHG_1_2112_6631_17058	1	45
M00967_43_000000000-A3JHG_1_1112_19683_23998	1	1457
M00967_43_000000000-A3JHG_1_2113_7180_13429	1	831
M00967_43_000000000-A3JHG_1_1110_10903_27049	1	125
M00967_43_000000000-A3JHG_1_2102_25567_5986	1	35
M00967_43_000000000-A3JHG_1_2110_9691_3932	1	72
M00967_43_000000000-A3JHG_1_2109_19535_15950	1	196
M00967_43_000000000-A3JHG_1_2111_23828_17509	1	30
M00967_43_000000000-A3JHG_1_1105_12395_16202	1	34
M00967_43_000000000-A3JHG_1_2109_6798_16634	1	1414
M00967_43_000000000-A3JHG_1_1101_20871_11198	1	37
M00967_43_000000000-A3JHG_1_2107_20902_21883	2	72
M00967_43_000000000-A3JHG_1_2109_25886_15400	1	39
M00967_43_000000000-A3JHG_1_2107_8837_4728	1	101
M00967_43_000000000-A3JHG_1_1104_7047_8363	1	21
M00967_43_000000000-A3JHG_1_1110_4900_18603	4	15
M00967_43_000000000-A3JHG_1_1103_13375_6347	1	235
M00967_43_000000000-A3JHG_1_2107_21997_21278	1	1261
M00967_43_000000000-A3JHG_1_1108_18581_11611	2	560
M00967_43_000000000-A3JHG_1_1111_16089_23268	2	68
M00967_43_000000000-A3JHG_1_2108_18599_13720	1	29
M00967_43_000000000-A3JHG_1_1108_18290_2680	1	1511
M00967_43_000000000-A3JHG_1_1103_10081_26156	1	823
M00967_43_000000000-A3JHG_1_2109_18151_24898	1	34
M00967_43_000000000-A3JHG_1_2101_19294_3712	2	935
M00967_43_000000000-A3JHG_1_1102_18275_13471	8	449
M00967_43_000000000-A3JHG_1_2113_10539_25087	1	1283
M00967_43_000000000-A3JHG_1_2106_5266_19971	1	1048
M00967_43_000000000-A3JHG_1_1110_21722_24260	1	491
M00967_43_000000000-A3JHG_1_2113_18101_14015	1	101
M00967_43_000000000-A3JHG_1_1102_15787_28960	1	38
M00967_43_000000000-A3JHG_1_1102_19096_13794	1	30
M00967_43_000000000-A3JHG_1_2101_16005_11965	1	506
M00967_43_000000000-A3JHG_1_2103_14384_21750	1	726
M00967_43_000000000-A3JHG_1_1109_17352_23185	1	1354
M00967_43_000000000-A3JHG_1_1107_23479_9997	2	43
M00967_43_000000000-A3JHG_1_2110_17226_23077	2	24
M00967_43_000000000-A3JHG_1_1103_18544_20835	1	703
M00967_43_000000000-A3JHG_1_1105_13605_26845	1	385
M00967_43_000000000-A3JHG_1_1107_18597_4626	1	27
M00967_43_000000000-A3JHG_1_1106_5601_6712	1	159
M00967_43_000000000-A3JHG_1_1114_21252_4494	1	55
M00967_43_000000000-A3JHG_1_1111_9338_11717	1	68
M00967_43_000000000-A3JHG_1_1104_25934_23060	1	477
M00967_43_000000000-A3JHG_1_1108_11818_17805	1	57
M00967_43_000000000-A3JHG_1_1101_16699_19347	1	587
M00967_43_000000000-A3JHG_1_1114_23447_17849	1	1263
M00967_43_000000000-A3JHG_1_1106_26909_20765	1	68
M00967_43_000000000-A3JHG_1_1113_12411_3062	2	39
M00967_43_000000000-A3JHG_1_1101_16185_9354	1	245
M00967_43_000000000-A3JHG_1_1109_23382_10380	1	103
M00967_43_000000000-A3JHG_1_1103_9174_15147	1	47
M00967_43_000000000-A3JHG_1_1108_24489_19275	1	35
M00967_43_000000000-A3JHG_1_2114_18715_18416	1	133
M00967_43_000000000-A3JHG_1_1105_25985_18779	1	496
M00967_43_000000000-A3JHG_1_2105_20960_24452	1	1250
M00967_43_000000000-A3JHG_1_1113_4696_15183	1	46
M00967_43_000000000-A3JHG_1_1101_18466_17170	2	134
M00967_43_000000000-A3JHG_1_1101_8227_18007	1	550
M00967_43_000000000-A3JHG_1_2104_11983_13338	1	550
M00967_43_000000000-A3JHG_1_1104_16730_8105	1	230
M00967_43_000000000-A3JHG_1_2109_18639_24872	1	59
M00967_43_000000000-A3JHG_1_1108_7302_24197	1	78
M00967_43_000000000-A3JHG_1_1103_26635_22568	1	1408
M00967_43_000000000-A3JHG_1_1110_15862_16984	19	103
M00967_43_000000000-A3JHG_1_2104_15329_22222	8	61
M00967_43_000000000-A3JHG_1_2105_12317_3686	2	54
M00967_43_000000000-A3JHG_1_1104_15588_28798	5	585
M00967_43_000000000-A3JHG_1_1107_18839_14465	1	715
M00967_43_000000000-A3JHG_1_2102_26760_16236	1	12
M00967_43_000000000-A3JHG_1_1111_13465_11020	1	5
M00967_43_000000000-A3JHG_1_1113_16860_10162	1	4
M00967_43_000000000-A3JHG_1_2101_24821_18536	1	1076
M00967_43_000000000-A3JHG_1_1104_23549_11646	1	21
M00967_43_000000000-A3JHG_1_1107_10066_24038	1	118
M00967_43_000000000-A3JHG_1_2101_21719_27300	1	924
M00967_43_000000000-A3JHG_1_1103_15488_18270	1	758
M00967_43_000000000-A3JHG_1_1109_4059_13990	1	703
M00967_43_000000000-A3JHG_1_2101_6459_18487	1	466
M00967_43_000000000-A3JHG_1_2109_11767_4733	1	17
M00967_43_000000000-A3JHG_1_2105_9380_3632	1	916
M00967_43_000000000-A3JHG_1_2112_16931_9054	1	797
M00967_43_000000000-A3JHG_1_2113_5661_15904	1	46
M00967_43_000000000-A3JHG_1_2111_19546_27773	1	41
M00967_43_000000000-A3JHG_1_1111_15751_12867	1	952
M00967_43_000000000-A3JHG_1_1104_27861_17818	1	1435
M00967_43_000000000-A3JHG_1_2101_18015_14053	1	853
M00967_43_000000000-A3JHG_1_2107_17265_19586	1	41
M00967_43_000000000-A3JHG_1_1111_22897_21775	1	44
M00967_43_000000000-A3JHG_1_1101_9967_27692	1	44
M00967_43_000000000-A3JHG_1_2103_29343_16942	1	176
M00967_43_000000000-A3JHG_1_1103_15933_27689	6	1527
M00967_43_000000000-A3JHG_1_1109_11623_6973	1	57
M00967_43_000000000-A3JHG_1_1103_16443_20306	1	44
M00967_43_000000000-A3JHG_1_2106_21829_11207	1	399
M00967_43_000000000-A3JHG_1_1104_23535_13398	1	48
M00967_43_000000000-A3JHG_1_2102_9140_4905	1	47
M00967_43_000000000-A3JHG_1_2102_13198_23002	1	0
M00967_43_000000000-A3JHG_1_2101_22798_18704	1	1485
M00967_43_000000000-A3JHG_1_2111_15471_2048	1	506
M00967_43_000000000-A3JHG_1_1109_7174_8928	1	31
M00967_43_000000000-A3JHG_1_1101_14069_1827	227223	1190
M00967_43_000000000-A3JHG_1_2114_26613_19375	1	33
M00967_43_000000000-A3JHG_1_1112_19070_23847	1	664
M00967_43_000000000-A3JHG_1_2113_11875_9361	2	12
M00967_43_000000000-A3JHG_1_1104_18316_24970	1	51
M00967_43_000000000-A3JHG_1_1110_20832_18832	1	0
M00967_43_000000000-A3JHG_1_2111_27338_16197	1	1249
M00967_43_000000000-A3JHG_1_1104_15633_14694	1	378
M00967_43_000000000-A3JHG_1_2113_10123_8725	6	121
M00967_43_000000000-A3JHG_1_1101_18044_1900	491	102
M00967_43_000000000-A3JHG_1_1112_17297_24121	1	102
M00967_43_000000000-A3JHG_1_1114_27274_10807	1	22
M00967_43_000000000-A3JHG_1_2103_15734_15984	1	737
M00967_43_000000000-A3JHG_1_1114_9460_9918	1	1397
M00967_43_000000000-A3JHG_1_1113_16501_22240	1	323
M00967_43_000000000-A3JHG_1_2105_18934_14020	1	1014
M00967_43_000000000-A3JHG_1_1105_10994_15018	3	151
M00967_43_000000000-A3JHG_1_1102_24731_19640	1	61
M00967_43_000000000-A3JHG_1_1110_12783_27726	1	148
M00967_43_000000000-A3JHG_1_2111_15223_18845	1	652
M00967_43_000000000-A3JHG_1_1108_28484_13554	1	387
M00967_43_000000000-A3JHG_1_2108_18246_12783	1	1003
M00967_43_000000000-A3JHG_1_1106_10622_7651	2	58
M00967_43_000000000-A3JHG_1_1102_15321_25030	1	389
M00967_43_000000000-A3JHG_1_2101_23356_10145	1	984
M00967_43_000000000-A3JHG_1_1111_14604_26236	1	180
M00967_43_000000000-A3JHG_1_1108_18059_9794	1	290
M00967_43_000000000-A3JHG_1_1113_8855_14829	1	1277
M00967_43_000000000-A3JHG_1_1110_14167_7423	1	199
M00967_43_000000000-A3JHG_1_1104_15920_16103	1	30
M00967_43_000000000-A3JHG_1_2108_15268_18251	1	78
M00967_43_000000000-A3JHG_1_1114_16591_4101	1	1070
M00967_43_000000000-A3JHG_1_1111_4334_9585	1	45
M00967_43_000000000-A3JHG_1_1105_11631_12721	1	81
M00967_43_000000000-A3JHG_1_1103_12856_12076	1	205
M00967_43_000000000-A3JHG_1_2110_14572_16600	1	144
M00967_43_000000000-A3JHG_1_2101_18103_16842	1	105
M00967_43_000000000-A3JHG_1_1111_27819_19178	1	23
M00967_43_000000000-A3JHG_1_2110_14370_15166	1	387
M00967_43_000000000-A3JHG_1_1114_22096_5183	1	46
M00967_43_000000000-A3JHG_1_1109_10940_5995	1	54
M00967_43_000000000-A3JHG_1_2105_16474_13876	1	25
M00967_43_000000000-A3JHG_1_2114_24283_11553	1	116
M00967_43_000000000-A3JHG_1_2111_13956_7522	1	832
M00967_43_000000000-A3JHG_1_2109_15758_19102	1	254
M00967_43_000000000-A3JHG_1_1112_11638_27798	1	219
M00967_43_000000000-A3JHG_1_1109_27657_15278	1	31
M00967_43_000000000-A3JHG_1_1110_25702_18898	1	1290
M00967_43_000000000-A3JHG_1_1106_5889_8512	2	148
M00967_43_000000000-A3JHG_1_1108_11346_24662	1	64
M00967_43_000000000-A3JHG_1_1104_9470_16025	1	111
M00967_43_000000000-A3JHG_1_1106_15306_19938	1	385
M00967_43_000000000-A3JHG_1_2105_14453_21750	5	71
M00967_43_000000000-A3JHG_1_2113_28915_14022	1	180
M00967_43_000000000-A3JHG_1_2112_16997_10935	3	1220
M00967_43_000000000-A3JHG_1_1107_16221_1452	1	141
M00967_43_000000000-A3JHG_1_1113_25333_21710	1	82
M00967_43_000000000-A3JHG_1_2114_8239_16433	1	25
M00967_43_000000000-A3JHG_1_1105_9992_20296	1	34
M00967_43_000000000-A3JHG_1_1101_4417_20829	1	9
M00967_43_000000000-A3JHG_1_2101_4962_12177	1	1207
M00967_43_000000000-A3JHG_1_1105_15973_17985	1	415
M00967_43_000000000-A3JHG_1_2108_13838_7436	1	100
M00967_43_000000000-A3JHG_1_1113_4438_7627	2	1416
M00967_43_000000000-A3JHG_1_2104_19810_27917	1	1493
M00967_43_000000000-A3JHG_1_2107_24158_11149	1	447
M00967_43_000000000-A3JHG_1_1110_17671_27586	1	62
M00967_43_000000000-A3JHG_1_1113_27048_14933	1	988
M00967_43_000000000-A3JHG_1_1112_7735_8108	1	236
M00967_43_000000000-A3JHG_1_1107_20085_10079	1	132
M00967_43_000000000-A3JHG_1_2112_22008_7967	1	1204
M00967_43_000000000-A3JHG_1_2109_12902_10452	1	81
M00967_43_000000000-A3JHG_1_2102_11485_18895	3	178
M00967_43_000000000-A3JHG_1_1102_16817_10675	1	83
M00967_43_000000000-A3JHG_1_2104_14817_2348	2	971
M00967_43_000000000-A3JHG_1_1106_5224_13513	1	709
M00967_43_000000000-A3JHG_1_2106_17807_15947	1	38
M00967_43_000000000-A3JHG_1_2108_4163_15943	1	768
M00967_43_000000000-A3JHG_1_1106_7755_8454	1	827
M00967_43_000000000-A3JHG_1_1105_22535_20381	1	21
M00967_43_000000000-A3JHG_1_1112_8436_21949	9	102
M00967_43_000000000-A3JHG_1_2111_11599_24604	1	0
M00967_43_000000000-A3JHG_1_1105_24876_20697	1	36
M00967_43_000000000-A3JHG_1_2106_22423_10777	1	115
M00967_43_000000000-A3JHG_1_2102_17920_22517	1	117
M00967_43_000000000-A3JHG_1_2101_5573_13114	1	245
M00967_43_000000000-A3JHG_1_2111_18387_25126	2	217
M00967_43_000000000-A3JHG_1_1105_18318_8708	1	1
M00967_43_000000000-A3JHG_1_1102_19864_6667	1	505
M00967_43_000000000-A3JHG_1_1105_24416_21336	1	6
M00967_43_000000000-A3JHG_1_1113_9123_26443	828	41
M00967_43_000000000-A3JHG_1_1102_22426_10651	1	21
M00967_43_000000000-A3JHG_1_2105_22042_9235	5	60
M00967_43_000000000-A3JHG_1_1105_18763_4138	1	183
M00967_43_000000000-A3JHG_1_2114_23657_19013	1	1094
M00967_43_000000000-A3JHG_1_1109_12768_12036	1	87
M00967_43_000000000-A3JHG_1_1109_19990_23085	40	98
M00967_43_000000000-A3JHG_1_1111_9286_27203	1	2
M00967_43_000000000-A3JHG_1_2108_3961_15343	1	45
M00967_43_000000000-A3JHG_1_1114_10661_23448	1	550
M00967_43_000000000-A3JHG_1_2112_15919_22059	1	550
M00967_43_000000000-A3JHG_1_2103_25121_10432	1	61
M00967_43_000000000-A3JHG_1_1108_6737_7008	1	632
M00967_43_000000000-A3JHG_1_2110_11830_16199	1	385
M00967_43_000000000-A3JHG_1_2106_20995_12557	1	196
M00967_43_000000000-A3JHG_1_2111_26714_14851	1	110
M00967_43_000000000-A3JHG_1_1112_17348_20111	1	634
M00967_43_000000000-A3JHG_1_2105_24043_6724	1	1079
M00967_43_000000000-A3JHG_1_2114_7626_4749	1	75
M00967_43_000000000-A3JHG_1_1104_26077_23632	3	58
M00967_43_000000000-A3JHG_1_1111_15989_25847	1	1402
M00967_43_000000000-A3JHG_1_1114_11362_24981	1	139
M00967_43_000000000-A3JHG_1_1112_16845_2318	1	96
M00967_43_000000000-A3JHG_1_1101_12286_15173	1	1445
M00967_43_000000000-A3JHG_1_2105_6534_21846	1	816
M00967_43_000000000-A3JHG_1_1111_6392_9351	3	416
M00967_43_000000000-A3JHG_1_2114_11308_19079	1	23
M00967_43_000000000-A3JHG_1_1111_11107_24258	1	985
M00967_43_000000000-A3JHG_1_1112_10664_22696	1	14
M00967_43_000000000-A3JHG_1_1112_17955_3960	96	1089
M00967_43_000000000-A3JHG_1_1110_20567_14104	1	1173
M00967_43_000000000-A3JHG_1_2113_14134_19643	1	60
M00967_43_000000000-A3JHG_1_2101_5154_19661	1	44
M00967_43_000000000-A3JHG_1_2105_8585_11333	1	550
M00967_43_000000000-A3JHG_1_2104_6169_15093	1	75
M00967_43_000000000-A3JHG_1_2104_16733_22940	1	86
M00967_43_000000000-A3JHG_1_2111_28138_20639	1	292
M00967_43_000000000-A3JHG_1_2107_10201_9979	1	158
M00967_43_000000000-A3JHG_1_2104_16105_13315	1	1086
M00967_43_000000000-A3JHG_1_1112_19475_12629	1	819
M00967_43_000000000-A3JHG_1_1114_16569_5720	1	231
M00967_43_000000000-A3JHG_1_2106_15272_3113	1	51
M00967_43_000000000-A3JHG_1_1105_8977_18118	1	217
M00967_43_000000000-A3JHG_1_2106_17963_10592	1	1025
M00967_43_000000000-A3JHG_1_2111_7077_15404	1	928
M00967_43_000000000-A3JHG_1_1111_17238_2129	1	179
M00967_43_000000000-A3JHG_1_1112_3877_15816	3	485
M00967_43_000000000-A3JHG_1_1113_6234_5672	1	1057
M00967_43_000000000-A3JHG_1_2114_13439_14705	1	32
M00967_43_000000000-A3JHG_1_2102_9426_23637	1	431
M00967_43_000000000-A3JHG_1_1105_10253_3455	1	222
M00967_43_000000000-A3JHG_1_2102_13499_3940	1	105
M00967_43_000000000-A3JHG_1_1106_12532_11580	1	1494
M00967_43_000000000-A3JHG_1_1105_24460_15043	1	462
M00967_43_000000000-A3JHG_1_1109_2121_15925	1	498
M00967_43_000000000-A3JHG_1_2108_19347_9355	1	5
M00967_43_000000000-A3JHG_1_2109_17643_15767	11	845
M00967_43_000000000-A3JHG_1_2108_15796_25390	1	66
M00967_43_000000000-A3JHG_1_1112_10280_19381	3	43
M00967_43_000000000-A3JHG_1_1112_17419_2823	1	7
M00967_43_000000000-A3JHG_1_1114_9229_17641	1	196
M00967_43_000000000-A3JHG_1_2106_24002_23129	1	72
M00967_43_000000000-A3JHG_1_1110_17941_5600	1	1
M00967_43_000000000-A3JHG_1_1113_7738_17609	1	101
M00967_43_000000000-A3JHG_1_2108_13924_21456	1	39
M00967_43_000000000-A3JHG_1_1111_12150_18443	1	1
M00967_43_000000000-A3JHG_1_2109_18164_7978	3	123
M00967_43_000000000-A3JHG_1_1112_16110_15040	1	9
M00967_43_000000000-A3JHG_1_2111_6961_20339	1	24
M00967_43_000000000-A3JHG_1_2110_5254_17654	1	1229
M00967_43_000000000-A3JHG_1_2103_22397_6940	1	286
M00967_43_000000000-A3JHG_1_1108_16471_6722	1	990
M00967_43_000000000-A3JHG_1_2105_21574_15437	1	18
M00967_43_000000000-A3JHG_1_1101_25693_15978	1	30
M00967_43_000000000-A3JHG_1_1113_23622_24857	1	22
M00967_43_000000000-A3JHG_1_2105_15562_11568	1	158
M00967_43_000000000-A3JHG_1_2106_10296_3194	1	5
M00967_43_000000000-A3JHG_1_2103_11242_11860	1	1476
M00967_43_000000000-A3JHG_1_1112_16593_6081	2	391
M00967_43_000000000-A3JHG_1_2103_10014_23224	1	42
M00967_43_000000000-A3JHG_1_1110_11926_11075	1	38
M00967_43_000000000-A3JHG_1_2111_21211_17320	1	40
M00967_43_000000000-A3JHG_1_1101_12757_14875	1	1427
M00967_43_000000000-A3JHG_1_1110_9595_6968	1	0
M00967_43_000000000-A3JHG_1_1114_10784_5401	1	497
M00967_43_000000000-A3JHG_1_1107_13852_23144	1	23
M00967_43_000000000-A3JHG_1_2104_16888_26762	1	429
M00967_43_000000000-A3JHG_1_1101_7946_11426	1	89
M00967_43_000000000-A3JHG_1_1112_20809_2889	2	27
M00967_43_000000000-A3JHG_1_1111_8427_4257	1	1156
M00967_43_000000000-A3JHG_1_1112_14310_21463	1	45
M00967_43_000000000-A3JHG_1_1108_17115_9000	1	297
M00967_43_000000000-A3JHG_1_2103_16207_6665	1	201
M00967_43_000000000-A3JHG_1_2101_22103_25754	1	51
M00967_43_000000000-A3JHG_1_1104_11341_15966	1	1217
M00967_43_000000000-A3JHG_1_2111_18507_22576	1	203
M00967_43_000000000-A3JHG_1_2106_20496_12053	1	109
M00967_43_000000000-A3JHG_1_1108_27624_9848	1	21
M00967_43_000000000-A3JHG_1_1101_18684_4616	10524	114
M00967_43_000000000-A3JHG_1_1106_21223_26143	2	672
M00967_43_000000000-A3JHG_1_1105_26036_8208	1	507
M00967_43_000000000-A3JHG_1_2112_12618_4243	1	431
M00967_43_000000000-A3JHG_1_1102_9667_14837	9	354
M00967_43_000000000-A3JHG_1_2102_24162_21504	1	389
M00967_43_000000000-A3JHG_1_1108_28066_11386	1	21
M00967_43_000000000-A3JHG_1_1109_16454_27284	1	1536
M00967_43_000000000-A3JHG_1_1111_26478_22201	1	3
M00967_43_000000000-A3JHG_1_2114_14343_21486	1	39
M00967_43_000000000-A3JHG_1_2110_28227_10779	1	11
M00967_43_000000000-A3JHG_1_2107_9763_6089	1	60
M00967_43_000000000-A3JHG_1_1111_20450_16076	2	236
M00967_43_000000000-A3JHG_1_1101_14122_6276	1	644
M00967_43_000000000-A3JHG_1_1102_15880_21033	1	87
M00967_43_000000000-A3JHG_1_2106_16770_17105	1	235
M00967_43_000000000-A3JHG_1_2112_21549_17526	3	41
M00967_43_000000000-A3JHG_1_2111_9122_11241	1	135
M00967_43_000000000-A3JHG_1_2101_13050_22328	1	62
M00967_43_000000000-A3JHG_1_1103_15098_26960	7	962
M00967_43_000000000-A3JHG_1_1110_21694_3376	1	48
M00967_43_000000000-A3JHG_1_2109_19163_14106	1	180
M00967_43_000000000-A3JHG_1_2103_24239_22701	1	227
M00967_43_000000000-A3JHG_1_1113_9810_23014	1	83
M00967_43_000000000-A3JHG_1_2106_3987_10905	1	34
M00967_43_000000000-A3JHG_1_1112_21094_11259	1	34
M00967_43_000000000-A3JHG_1_1112_16253_26411	1	181
M00967_43_000000000-A3JHG_1_1101_9252_19407	1	46
M00967_43_000000000-A3JHG_1_2102_24549_22187	1	46
M00967_43_000000000-A3JHG_1_1114_6587_19704	2	46
M00967_43_000000000-A3JHG_1_1109_14916_22997	1	220
M00967_43_000000000-A3JHG_1_1104_2254_17447	1	0
M00967_43_000000000-A3JHG_1_1113_17109_3529	1	70
M00967_43_000000000-A3JHG_1_1105_12007_20332	30	494
M00967_43_000000000-A3JHG_1_2108_12981_16460	1	1398
M00967_43_000000000-A3JHG_1_2101_11403_6566	3	78
M00967_43_000000000-A3JHG_1_2107_17051_20199	1	25
M00967_43_000000000-A3JHG_1_2114_18711_22427	1	63
M00967_43_000000000-A3JHG_1_1107_10839_23393	1	45
M00967_43_000000000-A3JHG_1_1106_7597_4014	1	910
M00967_43_000000000-A3JHG_1_1111_4096_18094	1	443
M00967_43_000000000-A3JHG_1_1103_3864_17599	1	1092
M00967_43_000000000-A3JHG_1_1110_28662_15252	1	251
M00967_43_000000000-A3JHG_1_2110_13657_22008	1	85
M00967_43_000000000-A3JHG_1_2105_15636_3584	1	274
M00967_43_000000000-A3JHG_1_2111_19935_8970	1	272
M00967_43_000000000-A3JHG_1_2113_17285_13244	1	180
M00967_43_000000000-A3JHG_1_1112_13823_8830	1	586
M00967_43_000000000-A3JHG_1_2101_6836_15897	1	206
M00967_43_000000000-A3JHG_1_1114_17186_2824	1	34
M00967_43_000000000-A3JHG_1_2109_15290_18073	1	726
M00967_43_000000000-A3JHG_1_1106_8891_14179	3	44
M00967_43_000000000-A3JHG_1_2109_17574_18851	3	1469
M00967_43_000000000-A3JHG_1_1108_19864_4450	1	384
M00967_43_000000000-A3JHG_1_2103_9558_19765	1	48
M00967_43_000000000-A3JHG_1_1113_17106_13865	2	87
M00967_43_000000000-A3JHG_1_2114_24718_21053	1	45
M00967_43_000000000-A3JHG_1_1106_14316_7930	1	94
M00967_43_000000000-A3JHG_1_1103_16310_3012	1	484
M00967_43_000000000-A3JHG_1_1113_15927_11009	1	21
M00967_43_000000000-A3JHG_1_2114_17265_14106	1	1181
M00967_43_000000000-A3JHG_1_2102_21469_12496	1	192
M00967_43_000000000-A3JHG_1_1114_20637_23866	1	423
M00967_43_000000000-A3JHG_1_1111_18649_17254	4	86
M00967_43_000000000-A3JHG_1_1108_19878_24908	1	5
M00967_43_000000000-A3JHG_1_1114_21635_14433	1	831
M00967_43_000000000-A3JHG_1_2104_11205_25030	1	817
M00967_43_000000000-A3JHG_1_1105_18134_14428	1	45
M00967_43_000000000-A3JHG_1_1105_3648_21513	1	989
M00967_43_000000000-A3JHG_1_2101_6214_11286	1	213
M00967_43_000000000-A3JHG_1_1108_15073_26454	1	17
M00967_43_000000000-A3JHG_1_1114_13792_3905	1	14
M00967_43_000000000-A3JHG_1_2105_9413_15866	1	51
M00967_43_000000000-A3JHG_1_2102_18193_25769	1	45
M00967_43_000000000-A3JHG_1_1110_4931_13706	1	1111
M00967_43_000000000-A3JHG_1_1107_12498_6908	1	559
M00967_43_000000000-A3JHG_1_1103_21526_27554	1	954
M00967_43_000000000-A3JHG_1_1110_21697_21227	2	71
M00967_43_000000000-A3JHG_1_1107_11025_23943	1	103
M00967_43_000000000-A3JHG_1_2101_15955_19081	1	37
M00967_43_000000000-A3JHG_1_2101_17660_21328	1	161
M00967_43_000000000-A3JHG_1_1112_17812_25411	1	953
M00967_43_000000000-A3JHG_1_1107_24397_11421	2	29
M00967_43_000000000-A3JHG_1_1105_11091_4954	1	134
M00967_43_000000000-A3JHG_1_2113_4929_12119	1	45
M00967_43_000000000-A3JHG_1_1110_7976_12746	1	0
M00967_43_000000000-A3JHG_1_1108_12149_11480	1	59
M00967_43_000000000-A3JHG_1_2103_17647_27132	1	141
M00967_43_000000000-A3JHG_1_2113_11147_5930	1	178
M00967_43_000000000-A3JHG_1_1112_8589_16331	1	0
M00967_43_000000000-A3JHG_1_2110_10578_10489	1	424
M00967_43_000000000-A3JHG_1_2112_21611_20327	1	75
M00967_43_000000000-A3JHG_1_1114_18548_13168	1	108
M00967_43_000000000-A3JHG_1_2114_12339_11388	3	1188
